chunk3360 我这儿把电池放里面它怎么显示换电失败是怎么回事
chunk2372 我这边刚才把电池还过去之后他这边APP上面怎么跳了一个说我要赔付啊有个赔付订单啊
chunk8375 我的电瓶充好了麻烦你帮我开下柜子
chunk3446 我现在电池存进去了现在没有电池出来
chunk7576 3号线财富广2号柜吗什么时候能用有没有听见202010240098
chunk7792 就是这个号码
chunk3525 没有转接线呢
chunk3536 我租的电池是四十八伏的然后我可以我现在换了一辆车然后车的电池呢它是六十伏的我可以换六十伏的
chunk94 用完但是现在人已经在东莞这边了肯定是不能回去浙江宁波那边结束套餐了现在这边想继续怎么说呢想重新开一个套餐
chunk4101 我电池关上了以后就换电失败
chunk4286 我们这边两个换电柜坏了只有一个换电柜可以用今天怎么换电池
chunk7794 我要退电池我的押金怎么不见了
chunk2271 我在你这里换电然后取线上面显示取线成功机子不吐线怎么回事
chunk7980 这锂换电服务范围不是在浙江省内是不是
chunk4013 你这锂换电在上海没有换电了吗
chunk1196 我现在用的是咱家四十八的电池然后之前因为不好用所以我就暂停了我现在可以转换成四十八max的电池吗
chunk3542 我不是之前回家了几天嘛然后扣了我一千五的押金然后我根据打客服之前打客服退了退了但是他一直在审核中能不能给我审核快点
chunk5831 我想让你帮我开一下柜子我电池放里面充电了
chunk4387 我这边在换电了我电池放进去了他没有检测到然后你这边帮我开下柜子可以吧
chunk3931 我有个电瓶还回去换电瓶还回去了但是没有跳出来新的电瓶是消耗码是吧
chunk7167 我换电池然后电池已经换好了新电池还没出来吗
chunk4044 我昨天换了个电池它到了今天还有百分之五十的电我早上来了的时候骑都骑不动只有百分之二十的电一样骑的很慢
chunk4773 我现在退电嘛把押金呢什么一退我电池不用了这种
chunk1652 我套餐买错了能换吗我人在杭州我买成台州的套餐去了
chunk294 浙江宁波这里的这锂换电现在是多少安的电池是不是有五十安的电池了
chunk6493 我换电池的时候不小心把线遗留在里面
chunk4905 我怎么看不见换电地图了
chunk3423 我电池放进去它不弹下一个电池了他说显示的是换电失败怎么搞的
chunk1894 我把电池放进去了关了柜门之后柜门打不开
chunk7705 我以前账号电话号码登不上去了然后怎么办在线换电换不了
chunk7967 我电池不是要退掉吗
chunk2334 我就你这个李宁新天地这里的换电站转了一圈没看到在哪里在地下室吗
chunk5020 优惠券的金变小了我朋友的话我刚问了一下人家那边还是就相当于还是三百块钱一月但我这边显示要租的话三百一十
chunk3373 我刚才看了怎么有五百块钱什么意思
chunk5908 我电池可以转给别人吗说我账号转给别人是不是在账号认领里面搞
chunk5520 电瓶长时间到期了然后它这边显示的是套餐已逾期然后就可以正常使用还是不可以用
chunk4744 线我忘在柜子里了没拿你要不要开一下刚才柜门
chunk4326 你帮我查一下我套餐
chunk4743 我找换电柜导航给我导到位置来了我没看到换电柜
chunk1104 帮我取一下电池
chunk5906 我是十月二号的时候用微信买的套餐三百三十块钱
chunk3229 你帮我把余额的钱转到我的相应的银行卡或者说我的支付或者说微信账户吗
chunk2392 为什么我支付宝扣一笔那个预授权扣款啊
chunk4594 我门打不开了扫一下怎么破解失败了
chunk7383 我想把电池寄存但是我扫他说什么寄存时只能仅退电
chunk5651 把我手机号码上的套餐转到其他手机号码上去
chunk5993 我把电池还回去了还电池的话我不用了还电池的话直接放柜里就行吧他那有
chunk3477 之前因为我们新注册的这锂电池然后之前的客服是说有那种优惠活动说好像二百六可以先用第一个月还有这种活动吗
chunk163 扫码它显示说不可换电换电失败是什么意思包里面
chunk3343 我要把七天的给退掉
chunk8048 我前天二十九号凌晨买的套餐就怎么没有了
chunk6797 我是长平出行的我要还一下电池
chunk4057 我一年前我租的你电池是站点代付的我现在不想我退出站点了我现在还想租咱们电池但是说必须站点代付你这边能解除吗
chunk7017 187我旧电池已经放进去了
chunk3414 帮我查一下柜子有没有电池坏
chunk1882 押金五百然后我就租金我只有这个用了六七千吧
chunk4683 我这边电池它离线了换不了它到里面它不显示有电池
chunk2343 充电的时候那个功率一直上不去是咋回事
chunk6816 我想我三天前退的电池然后到现在押金还没退这是怎么回事
chunk4161 我换电了我电池放进去了它还是显示不会放电池了换不了电了
chunk3320 我现在是在寄存当中因为我原来是在广州佛山那边租的电我现在到浙江那边了我想把它退掉
chunk82 说他电柜编号是2023
chunk1069 我今天在充电桩充电了我充了我是买了三块钱十个小时它中间怎么显示桩点过载呀自动断开了什么意思
chunk7704 我现在还电池这里显示我还不了这怎么回事
chunk5019 我刚新用户租了个电池我线进那里面了但是我扫码它显示最近没有换电
chunk316 你帮我看一下我账号的换电套餐现在有寄存吗有是显示寄存吗
chunk1503 我在这边充电嘛然后呢我充电了它显示什么什么什么故障然后直接把钱直接结束了充电然后呢钱就扣了扣了三次然后一分钱都没退给我我说怎么搞
chunk5200 我这儿充电嘛然后在这边美特好下面停车场嘛然后这是充电其他的就能用如果扫了码吗设备离线中是怎么会不能用
chunk3512 我之前用的这里四十八伏电瓶然后我现在改成四十八plus电瓶但是电就每回都特别烫
chunk8297 后来我直接充了十二个小时然后从八点半送的到时候早上五点多就还剩九个小时呀
chunk5761 我有个建议你这边旧的电池可以换一批你这用了好几年天气冷这电池一加油门就没电了你这不是坑死我们吗
chunk3194 刚才我换电的时候有个人十五号的不是十号的他门没关我没注意我没看我把我换的时候打开的十五号柜子我把电池放到十号柜子里面去了
chunk2864 我在换电电池放进去柜子没开
chunk8157 这块电池我这两天暂时不用了我先给它寄存一下然后寄存这几天扣钱吗
chunk2504 没电换了
chunk4908 是充电小斑马公众号吗
chunk277 我想换套餐然后不用不用新款的了用普通的电池咱我把电池还进去之后去我再一扫还是原先新款的电池的
chunk3777 我电瓶车充电怎么充不上呢这是电瓶车的事还是什么原因
chunk6931 我下了单但是他电池我放不进去
chunk4927 你前天不是说给我补一天的电吗怎么没补补了没有
chunk7273 能给我换个最高电出来吗
chunk5752 如果说我买了个套餐但是我不在这边干了我能不能退掉
chunk8285 可我还是问一个问题我不是你这地方催了吗所以押金问题到底怎么样呢
chunk8225 我没有换满电我过来换的我今天过来还是满的我要到别的地方换我号码编号给你柜子编号给你
chunk2265 他是四十八伏的套餐但是一直扫那就扫显示出六十伏他车又用不了
chunk1400 132
chunk8121 我支付宝显示说这锂换电有一个逾期五百块的是什么情况
chunk5464 电池退的话它押金多久能到
chunk3893 我现在急着用电动车但是这里我扫码它显示没有满电但我看这里最高已经有九十九了
chunk4562 我车在这充电着嘞插上电显示正常我上楼就告知我充电异常截止充电了是怎么回事
chunk6946 我提个意见好吗有一个换电柜换电柜换的多然后经常没得换本来有八个现在就剩三个了
chunk2659 电池快到期的时候就相当于限速了吗
chunk1796 我电瓶放进去了然后它换不了电了我现在电换不出来了
chunk8429 我电池不是到期了没交吗没续期吗
chunk2619 小电池套餐没有用完我想切换成大电池这样可以吗
chunk1328 为什么我的不能换电呀
chunk8403 已经没有电池了我的电动车在这锂换电站现在走也走不了
chunk4907 我套餐是三十天我才用十一天还有十九天我现在电池已经退了我不在地方了我现在江苏好像钱没有退回来呀
chunk2216 你现在有没有别的转接头怎么直接这种转接头有没有三叉的转接头
chunk3329 我电池直接放进去他不出来了呀
chunk7340 电柜里的电帮我换一个出来电量不足六十换不出来了
chunk53 我刚才我刚才扫码弄换电我旧电瓶放里面去了那它没有弹开我现在扫了旧电瓶也出不来弄个锤子了
chunk4602 我这边根据软件提示的附近换电的站点到一个叫做紫金家园站的站点然后到这边他没有换电柜
chunk948 我有两个拉新的怎么没有到账
chunk8090 寄存的话比如我剩下剩下十天我寄存到换电柜里我过几天再去拿还是十天是吗
chunk5512 我邀请了用户他注册他下载完APP之后怎么收不到验证码呢
chunk3009 我只付了三块钱的十个小时的电才充了四个小时不到就断电了
chunk6595 哪里可以充那种电动四轮车它是一千八百公里左右的那种
chunk3243 我咱们电柜里边没有新的max电池
chunk2706 能多添几个电瓶吗电瓶不够用了
chunk6962 帮我查询一下淮安区的新城西门阳光花艺换电站我没找到
chunk3734 我想用你的电池电池安装上了没有线要怎么弄
chunk1449 我电池给换电的时候我旧电池放进去了他没检测上我就把门给关上了然后现在电池也取不来
chunk7763 我这有个空柜我要寄存打不开箱子
chunk5951 我想换电池怎么换它老是连接失败
chunk3457 我能不能把我电池我换一个太大了我电动车里面不太好放
chunk7043 我这是前好几天了这里的话您不退的对吗款还没打过来怎么回事
chunk7558 你们家锂电柜都不通电的吗我都没电了跑过来这么远结果没通电
chunk2375 你这个电池转那个电是转两孔还是转三孔的
chunk8251 我之前用电瓶我之前在大连用的我现在人在广州在广州可以用吗
chunk7995 我这现在电池的插头插不上
